offerId;tienda;brandKey;titulo;precio;categoria;productosSinEstaTienda;ejemplosDestino;lastSeenAt;url
88881;friendlygrow;yocan;"Vaporizador Incognito Doble Yocan Dubb - Negro";24990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dubb?variant=Negro
88833;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Phaser Max - Negro";249990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-phaser-max?variant=Negro
88835;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Phaser Max - Rojo";249990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-phaser-max?variant=Rojo
87536;friendlygrow;yocan;"Vaporizador De Hierbas Yocan Vane 100% Original Yocantech - Plateado";49990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-de-hierbas-yocan-vane-100-original-yocantech?variant=Plateado
88136;friendlygrow;yocan;"Vaporizador Extracciones Yocan Pocket - Negro";79990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-pocket-800?variant=Negro
88141;friendlygrow;yocan;"Vaporizador Extracciones Yocan Pocket - Blanco";79990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-pocket-800?variant=Blanco
88914;friendlygrow;yocan;"Vaporizador Extracciones Yocan Nestor";27000;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-nestor
88911;friendlygrow;yocan;"Vaporizador Extracciones Yocan Iris - Morado";25990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-iris?variant=Morado
88909;friendlygrow;yocan;"Vaporizador Extracciones Yocan Iris - Blanco";25990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-iris?variant=Blanco
88906;friendlygrow;yocan;"Vaporizador Extracciones E-Rig Yocan iCan - Negro";46990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-ican?variant=Negro
88904;friendlygrow;yocan;"Vaporizador Extracciones E-Rig Yocan iCan - Celeste";46990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-ican?variant=Celeste
87948;friendlygrow;yocan;"Boquilla de Enfriamiento Vaporizador Herbal Yocan Hit";5990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/boquilla-de-enfriamiento-herbal-yocan-hit
87561;friendlygrow;yocan;"Boquilla de Enfriamiento Vaporizador Herbal Yocan Hit 2";9990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/boquilla-de-enfriamiento-herbal-yocan-hit-2
88140;friendlygrow;yocan;"Vaporizador Extracciones Yocan Pocket - Azul";79990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-pocket-800?variant=Azul
88138;friendlygrow;yocan;"Vaporizador Extracciones Yocan Pocket - Rosa";79990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-pocket-800?variant=Rosa
87661;friendlygrow;yocan;"Hot Knife Dabber Eléctrico Para Extracciones | Yocan Blade. - Negro";29990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/hot-knife-dabber-electrico-para-extracciones-yocan-blade?variant=Negro
87660;friendlygrow;yocan;"Hot Knife Dabber Eléctrico Para Extracciones | Yocan Blade. - Silver";29990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/hot-knife-dabber-electrico-para-extracciones-yocan-blade?variant=Silver
87659;friendlygrow;yocan;"Hot Knife Dabber Eléctrico Para Extracciones | Yocan Blade. - Rojo";29990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/hot-knife-dabber-electrico-para-extracciones-yocan-blade?variant=Rojo
87658;friendlygrow;yocan;"Hot Knife Dabber Eléctrico Para Extracciones | Yocan Blade. - Morado";29990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/hot-knife-dabber-electrico-para-extracciones-yocan-blade?variant=Morado
87657;friendlygrow;yocan;"Hot Knife Dabber Eléctrico Para Extracciones | Yocan Blade. - Celeste";29990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/hot-knife-dabber-electrico-para-extracciones-yocan-blade?variant=Celeste
87653;friendlygrow;yocan;"Vaporizador Para Hierbas Yocan Hit - Azul";30990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-para-hierbas-yocan-hit-kit-100-original?variant=Azul
87652;friendlygrow;yocan;"Vaporizador Para Hierbas Yocan Hit - Dorado";30990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-para-hierbas-yocan-hit-kit-100-original?variant=Dorado
87651;friendlygrow;yocan;"Vaporizador Para Hierbas Yocan Hit - Plateado";30990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-para-hierbas-yocan-hit-kit-100-original?variant=Plateado
88026;friendlygrow;yocan;"Vaporizador Yocan Ziva Pro Para Cartridges Rosca 510 - Yellow";19990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-yocan-ziva-pro-para-cartridges-rosca-510?variant=Yellow
88028;friendlygrow;yocan;"Vaporizador Yocan Ziva Pro Para Cartridges Rosca 510 - Blue Gradient";19990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-yocan-ziva-pro-para-cartridges-rosca-510?variant=Blue%20Gradient
88030;friendlygrow;yocan;"Vaporizador Yocan Ziva Pro Para Cartridges Rosca 510 - Black";19990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-yocan-ziva-pro-para-cartridges-rosca-510?variant=Black
88034;friendlygrow;yocan;"Resistencia Yocan Cloud 3 Coil Chamber 360°";27990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-cloud-3-coil
88837;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Phaser Max - Azul";249990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-phaser-max?variant=Azul
88900;friendlygrow;yocan;"Vaporizador Extracciones E-Rig Yocan iCan - Blanco";46990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-ican?variant=Blanco
