rank,id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
178,6571,Papelillos OCB Virgin 1 1/4 + Tips,Papelillos,OCB,ocb,1-1-4,virgin-con-tips,/productos/ocb/virgin-con-tips,2,2,Fumetas | Piranha,1890,1990,5,Fumetas,Piranha,true,true,2026-05-18T06:55:42.909Z,Papelillos OCB Virgin 1 1/4 + Tips | Papelillo OCB 1 1/4 + Boquilla Virgin | PIRANHA
179,6567,Moledor Bulldog Ámsterdam Metálico Silver 4 Partes,Moledores,BULLDOG,the-bulldog,metal-4-partes,metal-4-partes,/productos/the-bulldog/metal-4-partes,2,2,GrowBarato Chile | Piranha,10100,24990,147,GrowBarato Chile,Piranha,true,true,2026-06-08T22:41:50.453Z,Moledor Bulldog Ámsterdam Metálico Silver 4 Partes | Moledor metálico Bulldog de 4 partes
180,5527,Bong Bonglab KM8 Viper Rig Teal 21cm | de borosilicato,Bongs,BONGLAB,bonglab,km8-viper,km8-viper,/productos/bonglab/km8-viper,2,2,Fumetas | GrowBarato Chile,38700,47990,24,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:52:11.790Z,Bong Bonglab KM8 Viper Rig Teal 21cm | de borosilicato | BongLab Recycler KM8 Viper Rig Teal 21cm
181,5471,Papelillos OCB Cañamo Orgánico 1 1/4 + Tips,Papelillos,OCB,ocb,1-1-4,organic-con-tips,/productos/ocb/organic-con-tips,2,2,Fumetas | Piranha,1890,1990,5,Fumetas,Piranha,true,true,2026-05-18T06:55:39.139Z,Papelillos OCB Cañamo Orgánico 1 1/4 + Tips | Papelillo OCB Orgánico 1 ¼ + Boquilla
182,5794,MOLEDOR PLASTICO REFORZADO XL-STORZ &amp; BICKEL,Moledores,STORZ & BICKEL,storz-bickel,plastic-xl-90mm,plastic-xl-90mm,/productos/storz-bickel/plastic-xl-90mm,2,2,Astro Growshop | Piranha,11990,12742,6,Astro Growshop,Piranha,true,true,2026-06-08T22:39:27.637Z,MOLEDOR PLASTICO REFORZADO XL-STORZ &amp; BICKEL | Moledor XL Storz & Bickel | PIRANHA
183,5775,Honey Waffle -Bonglab,Bongs,BONGLAB,bonglab,honey-waffle,honey-waffle,/productos/bonglab/honey-waffle,2,2,Astro Growshop | Fumetas,39990,39990,0,Astro Growshop,Astro Growshop,false,true,2026-05-18T06:55:44.933Z,Honey Waffle -Bonglab | Bonglab Bong Honey Waffle 23cm
184,6574,Papelillos RAW Artesano 1 1/4,Papelillos,RAW,raw,1-1-4,artesano,/productos/raw/artesano,2,2,Fumetas | Piranha,2290,2290,0,Fumetas,Fumetas,true,true,2026-05-18T06:55:49.471Z,Papelillos RAW Artesano 1 1/4 | Papelillos RAW Artesano 1 1/4
185,5512,Grinder Galaxy Aluminio 38mm,Moledores,GALAXY,galaxy,metal-38mm,metal-38mm,/productos/galaxy/metal-38mm,2,2,Astro Growshop | Piranha,12591,15990,27,Piranha,Astro Growshop,true,true,2026-06-08T22:40:03.489Z,Grinder Galaxy Aluminio 38mm | Moledor 38MM-Galaxy
186,10155,Roller Coaster-Bonglab,Bongs,BONGLAB,bonglab,roller-coaster,roller-coaster,/productos/bonglab/roller-coaster,2,2,Astro Growshop | Fumetas,39990,39990,0,Astro Growshop,Astro Growshop,false,true,2026-05-18T06:49:28.694Z,Roller Coaster-Bonglab | Bonglab Bong Roller Coaster 17cm
187,5507,Grinder Galaxy Aluminio 55mm,Moledores,GALAXY,galaxy,metal-55mm,metal-55mm,/productos/galaxy/metal-55mm,2,2,Astro Growshop | Piranha,15291,18990,24,Piranha,Astro Growshop,true,true,2026-06-08T22:40:01.256Z,Grinder Galaxy Aluminio 55mm | Moledor 55MM-Galaxy
188,5533,Bong Water Splash K598 de Bonglab- GB The Green Brand,Bongs,BONGLAB,bonglab,water-splash,water-splash,/productos/bonglab/water-splash,3,2,Astro Growshop | GrowBarato Chile,45000,71990,60,GrowBarato Chile,Astro Growshop,true,true,2026-05-18T06:45:25.323Z,Bong Water Splash K598 de Bonglab- GB The Green Brand | Water Splash -Bonglab | Bong Water Splash Green 50Cm Bonglab
189,5792,"Moledor Cerámico Galaxy Pocket Grinder 5,5cm 4 Partes | PIRANHA",Moledores,GALAXY,galaxy,pocket-ceramic,pocket-ceramic,/productos/galaxy/pocket-ceramic,2,2,Astro Growshop | Piranha,24592,29990,22,Piranha,Astro Growshop,true,true,2026-06-08T22:40:05.776Z,"Moledor Cerámico Galaxy Pocket Grinder 5,5cm 4 Partes | PIRANHA | Ceramics Pocket Grinder -Galaxy"
190,10164,Headshot Black-Bonglab,Bongs,BONGLAB,bonglab,headshot,headshot,/productos/bonglab/headshot,2,2,Astro Growshop | GrowBarato Chile,47992,54000,13,Astro Growshop,GrowBarato Chile,true,true,2026-05-14T13:46:39.572Z,Headshot Black-Bonglab | Bong HeadShot transparente de Bonglab - GB The Green Brand
191,10166,Bong Bonglab K47 Medusa 30 cm | 7 Percoladores Alta Filtración,Bongs,BONGLAB,bonglab,medusa,medusa,/productos/bonglab/medusa,2,2,Astro Growshop | GrowBarato Chile,49500,71990,45,GrowBarato Chile,Astro Growshop,true,true,2026-05-14T13:54:01.070Z,Bong Bonglab K47 Medusa 30 cm | 7 Percoladores Alta Filtración | Medusa Black-Bonglab
192,5536,Bong Beaker Tree Perc 35cm,Bongs,CALVO,calvo,beaker-tree-perc,beaker-tree-perc,/productos/calvo/beaker-tree-perc,2,2,Fumetas | Piranha,52191,52191,0,Piranha,Piranha,true,true,2026-05-09T05:58:13.993Z,Bong Beaker Tree Perc 35cm | Calvo Glass Bong Beaker Tree Perc M 35cm
193,5790,The Trash Big Logo-Bonglab,Bongs,BONGLAB,bonglab,trash-big-logo,trash-big-logo,/productos/bonglab/trash-big-logo,2,2,Astro Growshop | Fumetas,53990,59990,11,Astro Growshop,Fumetas,true,true,2026-05-18T06:55:46.184Z,The Trash Big Logo-Bonglab | Bonglab Bong The Trash Big Logo 45cm
194,5538,Hemper Bong Gummy Bear 17cm | PIRANHA,Bongs,HEMPER,hemper,gummy-bear,gummy-bear,/productos/hemper/gummy-bear,2,2,Fumetas | Piranha,54591,61990,14,Piranha,Fumetas,true,true,2026-05-18T06:49:44.778Z,Hemper Bong Gummy Bear 17cm | PIRANHA | Hemper Bong Gummy Bear 16cm
195,5776,Jelly Fish-Bonglab,Bongs,BONGLAB,bonglab,jelly-fish,jelly-fish,/productos/bonglab/jelly-fish,2,2,Astro Growshop | Piranha,60990,61191,0,Astro Growshop,Piranha,true,true,2026-05-14T13:46:40.323Z,Jelly Fish-Bonglab | Bong Jelly Fish
196,5774,Bong Heavy Trash,Bongs,BONGLAB,bonglab,heavy-trash,heavy-trash,/productos/bonglab/heavy-trash,2,2,Astro Growshop | Piranha,65691,66990,2,Piranha,Astro Growshop,true,true,2026-05-14T13:46:40.300Z,Bong Heavy Trash | Heavy Trash -Bonglab
197,5518,Bong The Trash,Bongs,BONGLAB,bonglab,the-trash,the-trash,/productos/bonglab/the-trash,2,2,GrowBarato Chile | Piranha,65691,66600,1,Piranha,GrowBarato Chile,true,true,2026-05-09T06:05:18.248Z,Bong The Trash | Bong Trash Clear Black de Bonglab - GB The Green Brand
198,5531,Bong Pyrex 28cm Bonglab Space Oddity Clear K306 | Doble Percolación,Bongs,BONGLAB,bonglab,space-oddity,space-oddity,/productos/bonglab/space-oddity,2,2,Fumetas | GrowBarato Chile,69300,89990,30,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:52:10.793Z,Bong Pyrex 28cm Bonglab Space Oddity Clear K306 | Doble Percolación | BongLab Bong K306 Space Oddity Clear 28cm
199,5526,Bonglab Bong Glycerin The Yeti 35cm,Bongs,BONGLAB,bonglab,glycerin-yeti,glycerin-yeti,/productos/bonglab/glycerin-yeti,2,2,Fumetas | GrowBarato Chile,104990,105300,0,Fumetas,GrowBarato Chile,true,true,2026-05-18T06:49:14.296Z,Bonglab Bong Glycerin The Yeti 35cm | Glycerin The Yeti Bonglab - Bong de Glicerina en GB The Green Brand
200,10163,Glycerin Green Avalanche Bonglab al Mejor Precio - GB The Green Brand,Bongs,BONGLAB,bonglab,glycerin-avalanche,glycerin-avalanche,/productos/bonglab/glycerin-avalanche,2,2,Fumetas | GrowBarato Chile,113400,129990,15,GrowBarato Chile,Fumetas,true,true,2026-05-18T06:49:13.317Z,Glycerin Green Avalanche Bonglab al Mejor Precio - GB The Green Brand | Bonglab Bong Glycerin Green Avalanche 50cm
